Name,Ticker,Sub-Sector,Market Cap,Close Price,PE Ratio,
Regency Trust Ltd,REGTRUS,Investment Banking & Brokerage,3.65,3.65,91.25,"360ONE,ISEC,ANGELONE,IIFL,JMFINANCIL,RELIGARE,CHOICEIN,SHAREINDIA,KIRLOSIND,DHANI,AHL,GEOJITFSL,DOLATALGO,MONARCH,UGROCAP,PNBGILTS,SMCGLOBAL,FEDDERSHOL,JAYKAY,VLSFINANCE,INDPRUD,AQFINTECH,BIRLAMONEY,THEINVEST,PRIMESECU,MKVENTURES,ALANKIT,AKCAPIT,ALMONDZ,GCSL,SWISSMLTRY,MIIL,EMKAY,SHARDUL,ARYAMAN,QUESTCAP,AVONMORE,JHACC,NDGL,INVENTURE,PESB,INDOTHAI,PRITHVIEXCH,LKPFIN,INDBANK,ALSL,ASHIKA,AARNAV,KEYFINSERV,BNRSEC,DBSTOCKBRO,ZMILGFIN,STEELCITY,HBSL,NIDHGRN,TIMESGTY,WALLFORT,INANISEC,TITANSEC,SKPSEC,BLBLIMITED,KBSINDIA,EASTWEST,KIDUJA,21STCENMGM,TCFCFINQ,KALYANCAP,AKIKO,KHOOBSURAT,INTRGLB,JOINDRE,NAM,CHRTEDCA,MEFCOMCAP,PHCAP,SHRYDUS,ISLCONSUL,PIONRINV,ARCFIN,MEHTAHG,LADDERUP,SALEM,FRANKLININD,KHANDSE,SAICAPI,DYNAMICP,ODYCORP,SUMEDHA,VERTEX,MUNOTHFI,KJMCCORP,SMIFS,MASKINVEST,TRADEWELL,MADHUSE,ADCON,CSL,GLANCE,OIVL,MYMONEY,CILSEC,YASHMGM,GAJANANSEC,ONELIFECAP,DAULAT,JACKSON,AFEL,NDASEC,PROFINC,GATECHDVR,SUGALDAM,SARVOTTAM,FRUTION,RFSL,RRFIN,ETIL,ACFSL,GCMSECU,VISVEN,MAYUKH,BFLAFL,DSINVEST,SWRNASE,VIKALPS,JLL,STEP2COR,1STCUS,AMARSEC,LIBORD,BRIDGESE,GILADAFINS,MODRNSH,RAJPUTANA,CUBIFIN,HRMNYCP,ZSVTRADI,CONFINT,VANICOM,ARUNIS,CITL,NAVIGANT,MKTCREAT,VEDANTASSET,GCMCAPI,JAGSONFI,PANKAJPIYUS,GSBFIN,BAZELINTER,BRIJLEAS,GOYALASS,SIDDHA,SALSAIN,ARAVALIS,ASHAI,VBDESAI,AMARNATH,KRISHNACAP,IFINSER,MERCTRD,DFL,TPROJECT,MATHEWE,ARYAN,GANHOLD,GALADAFIN,CMBL,EXPLICITFIN,ASIACAP,SIDDHEGA,AMBIT,FUTURSEC,EKAMLEA,GCMCOMM,RAJKOTINV,MIDEASTP,REGTRUS"
Hi-Klass Trading and Investment Ltd,HIKLASS,Investment Banking & Brokerage,3.4913688,5.62,-2.984075897,"360ONE,ISEC,ANGELONE,IIFL,JMFINANCIL,RELIGARE,CHOICEIN,SHAREINDIA,KIRLOSIND,DHANI,AHL,GEOJITFSL,DOLATALGO,MONARCH,UGROCAP,PNBGILTS,SMCGLOBAL,FEDDERSHOL,JAYKAY,VLSFINANCE,INDPRUD,AQFINTECH,BIRLAMONEY,THEINVEST,PRIMESECU,MKVENTURES,ALANKIT,AKCAPIT,ALMONDZ,GCSL,SWISSMLTRY,MIIL,EMKAY,SHARDUL,ARYAMAN,QUESTCAP,AVONMORE,JHACC,NDGL,INVENTURE,PESB,INDOTHAI,PRITHVIEXCH,LKPFIN,INDBANK,ALSL,ASHIKA,AARNAV,KEYFINSERV,BNRSEC,DBSTOCKBRO,ZMILGFIN,STEELCITY,HBSL,NIDHGRN,TIMESGTY,WALLFORT,INANISEC,TITANSEC,SKPSEC,BLBLIMITED,KBSINDIA,EASTWEST,KIDUJA,21STCENMGM,TCFCFINQ,KALYANCAP,AKIKO,KHOOBSURAT,INTRGLB,JOINDRE,NAM,CHRTEDCA,MEFCOMCAP,PHCAP,SHRYDUS,ISLCONSUL,PIONRINV,ARCFIN,MEHTAHG,LADDERUP,SALEM,FRANKLININD,KHANDSE,SAICAPI,DYNAMICP,ODYCORP,SUMEDHA,VERTEX,MUNOTHFI,KJMCCORP,SMIFS,MASKINVEST,TRADEWELL,MADHUSE,ADCON,CSL,GLANCE,OIVL,MYMONEY,CILSEC,YASHMGM,GAJANANSEC,ONELIFECAP,DAULAT,JACKSON,AFEL,NDASEC,PROFINC,GATECHDVR,SUGALDAM,SARVOTTAM,FRUTION,RFSL,RRFIN,ETIL,ACFSL,GCMSECU,VISVEN,MAYUKH,BFLAFL,DSINVEST,SWRNASE,VIKALPS,JLL,STEP2COR,1STCUS,AMARSEC,LIBORD,BRIDGESE,GILADAFINS,MODRNSH,RAJPUTANA,CUBIFIN,HRMNYCP,ZSVTRADI,CONFINT,VANICOM,ARUNIS,CITL,NAVIGANT,MKTCREAT,VEDANTASSET,GCMCAPI,JAGSONFI,PANKAJPIYUS,GSBFIN,BAZELINTER,BRIJLEAS,GOYALASS,SIDDHA,SALSAIN,ARAVALIS,ASHAI,VBDESAI,AMARNATH,KRISHNACAP,IFINSER,MERCTRD,DFL,TPROJECT,MATHEWE,ARYAN,GANHOLD,GALADAFIN,CMBL,EXPLICITFIN,ASIACAP,SIDDHEGA,AMBIT,FUTURSEC,EKAMLEA,GCMCOMM,RAJKOTINV,MIDEASTP,REGTRUS,HIKLASS"
Shri Kalyan Holdings Ltd,SHKALYN,Investment Banking & Brokerage,3.123800112,3.13,11.56963004,"360ONE,ISEC,ANGELONE,IIFL,JMFINANCIL,RELIGARE,CHOICEIN,SHAREINDIA,KIRLOSIND,DHANI,AHL,GEOJITFSL,DOLATALGO,MONARCH,UGROCAP,PNBGILTS,SMCGLOBAL,FEDDERSHOL,JAYKAY,VLSFINANCE,INDPRUD,AQFINTECH,BIRLAMONEY,THEINVEST,PRIMESECU,MKVENTURES,ALANKIT,AKCAPIT,ALMONDZ,GCSL,SWISSMLTRY,MIIL,EMKAY,SHARDUL,ARYAMAN,QUESTCAP,AVONMORE,JHACC,NDGL,INVENTURE,PESB,INDOTHAI,PRITHVIEXCH,LKPFIN,INDBANK,ALSL,ASHIKA,AARNAV,KEYFINSERV,BNRSEC,DBSTOCKBRO,ZMILGFIN,STEELCITY,HBSL,NIDHGRN,TIMESGTY,WALLFORT,INANISEC,TITANSEC,SKPSEC,BLBLIMITED,KBSINDIA,EASTWEST,KIDUJA,21STCENMGM,TCFCFINQ,KALYANCAP,AKIKO,KHOOBSURAT,INTRGLB,JOINDRE,NAM,CHRTEDCA,MEFCOMCAP,PHCAP,SHRYDUS,ISLCONSUL,PIONRINV,ARCFIN,MEHTAHG,LADDERUP,SALEM,FRANKLININD,KHANDSE,SAICAPI,DYNAMICP,ODYCORP,SUMEDHA,VERTEX,MUNOTHFI,KJMCCORP,SMIFS,MASKINVEST,TRADEWELL,MADHUSE,ADCON,CSL,GLANCE,OIVL,MYMONEY,CILSEC,YASHMGM,GAJANANSEC,ONELIFECAP,DAULAT,JACKSON,AFEL,NDASEC,PROFINC,GATECHDVR,SUGALDAM,SARVOTTAM,FRUTION,RFSL,RRFIN,ETIL,ACFSL,GCMSECU,VISVEN,MAYUKH,BFLAFL,DSINVEST,SWRNASE,VIKALPS,JLL,STEP2COR,1STCUS,AMARSEC,LIBORD,BRIDGESE,GILADAFINS,MODRNSH,RAJPUTANA,CUBIFIN,HRMNYCP,ZSVTRADI,CONFINT,VANICOM,ARUNIS,CITL,NAVIGANT,MKTCREAT,VEDANTASSET,GCMCAPI,JAGSONFI,PANKAJPIYUS,GSBFIN,BAZELINTER,BRIJLEAS,GOYALASS,SIDDHA,SALSAIN,ARAVALIS,ASHAI,VBDESAI,AMARNATH,KRISHNACAP,IFINSER,MERCTRD,DFL,TPROJECT,MATHEWE,ARYAN,GANHOLD,GALADAFIN,CMBL,EXPLICITFIN,ASIACAP,SIDDHEGA,AMBIT,FUTURSEC,EKAMLEA,GCMCOMM,RAJKOTINV,MIDEASTP,REGTRUS,HIKLASS,SHKALYN"
Kovalam Investment and Trading Co Ltd,ZKOVALIN,Investment Banking & Brokerage,2.993388244,13.46,0.981438769,"360ONE,ISEC,ANGELONE,IIFL,JMFINANCIL,RELIGARE,CHOICEIN,SHAREINDIA,KIRLOSIND,DHANI,AHL,GEOJITFSL,DOLATALGO,MONARCH,UGROCAP,PNBGILTS,SMCGLOBAL,FEDDERSHOL,JAYKAY,VLSFINANCE,INDPRUD,AQFINTECH,BIRLAMONEY,THEINVEST,PRIMESECU,MKVENTURES,ALANKIT,AKCAPIT,ALMONDZ,GCSL,SWISSMLTRY,MIIL,EMKAY,SHARDUL,ARYAMAN,QUESTCAP,AVONMORE,JHACC,NDGL,INVENTURE,PESB,INDOTHAI,PRITHVIEXCH,LKPFIN,INDBANK,ALSL,ASHIKA,AARNAV,KEYFINSERV,BNRSEC,DBSTOCKBRO,ZMILGFIN,STEELCITY,HBSL,NIDHGRN,TIMESGTY,WALLFORT,INANISEC,TITANSEC,SKPSEC,BLBLIMITED,KBSINDIA,EASTWEST,KIDUJA,21STCENMGM,TCFCFINQ,KALYANCAP,AKIKO,KHOOBSURAT,INTRGLB,JOINDRE,NAM,CHRTEDCA,MEFCOMCAP,PHCAP,SHRYDUS,ISLCONSUL,PIONRINV,ARCFIN,MEHTAHG,LADDERUP,SALEM,FRANKLININD,KHANDSE,SAICAPI,DYNAMICP,ODYCORP,SUMEDHA,VERTEX,MUNOTHFI,KJMCCORP,SMIFS,MASKINVEST,TRADEWELL,MADHUSE,ADCON,CSL,GLANCE,OIVL,MYMONEY,CILSEC,YASHMGM,GAJANANSEC,ONELIFECAP,DAULAT,JACKSON,AFEL,NDASEC,PROFINC,GATECHDVR,SUGALDAM,SARVOTTAM,FRUTION,RFSL,RRFIN,ETIL,ACFSL,GCMSECU,VISVEN,MAYUKH,BFLAFL,DSINVEST,SWRNASE,VIKALPS,JLL,STEP2COR,1STCUS,AMARSEC,LIBORD,BRIDGESE,GILADAFINS,MODRNSH,RAJPUTANA,CUBIFIN,HRMNYCP,ZSVTRADI,CONFINT,VANICOM,ARUNIS,CITL,NAVIGANT,MKTCREAT,VEDANTASSET,GCMCAPI,JAGSONFI,PANKAJPIYUS,GSBFIN,BAZELINTER,BRIJLEAS,GOYALASS,SIDDHA,SALSAIN,ARAVALIS,ASHAI,VBDESAI,AMARNATH,KRISHNACAP,IFINSER,MERCTRD,DFL,TPROJECT,MATHEWE,ARYAN,GANHOLD,GALADAFIN,CMBL,EXPLICITFIN,ASIACAP,SIDDHEGA,AMBIT,FUTURSEC,EKAMLEA,GCMCOMM,RAJKOTINV,MIDEASTP,REGTRUS,HIKLASS,SHKALYN,ZKOVALIN"
AAR Shyam India Investment Company Ltd,AARSHYAM,Investment Banking & Brokerage,2.823,9.41,-7.428947368,"360ONE,ISEC,ANGELONE,IIFL,JMFINANCIL,RELIGARE,CHOICEIN,SHAREINDIA,KIRLOSIND,DHANI,AHL,GEOJITFSL,DOLATALGO,MONARCH,UGROCAP,PNBGILTS,SMCGLOBAL,FEDDERSHOL,JAYKAY,VLSFINANCE,INDPRUD,AQFINTECH,BIRLAMONEY,THEINVEST,PRIMESECU,MKVENTURES,ALANKIT,AKCAPIT,ALMONDZ,GCSL,SWISSMLTRY,MIIL,EMKAY,SHARDUL,ARYAMAN,QUESTCAP,AVONMORE,JHACC,NDGL,INVENTURE,PESB,INDOTHAI,PRITHVIEXCH,LKPFIN,INDBANK,ALSL,ASHIKA,AARNAV,KEYFINSERV,BNRSEC,DBSTOCKBRO,ZMILGFIN,STEELCITY,HBSL,NIDHGRN,TIMESGTY,WALLFORT,INANISEC,TITANSEC,SKPSEC,BLBLIMITED,KBSINDIA,EASTWEST,KIDUJA,21STCENMGM,TCFCFINQ,KALYANCAP,AKIKO,KHOOBSURAT,INTRGLB,JOINDRE,NAM,CHRTEDCA,MEFCOMCAP,PHCAP,SHRYDUS,ISLCONSUL,PIONRINV,ARCFIN,MEHTAHG,LADDERUP,SALEM,FRANKLININD,KHANDSE,SAICAPI,DYNAMICP,ODYCORP,SUMEDHA,VERTEX,MUNOTHFI,KJMCCORP,SMIFS,MASKINVEST,TRADEWELL,MADHUSE,ADCON,CSL,GLANCE,OIVL,MYMONEY,CILSEC,YASHMGM,GAJANANSEC,ONELIFECAP,DAULAT,JACKSON,AFEL,NDASEC,PROFINC,GATECHDVR,SUGALDAM,SARVOTTAM,FRUTION,RFSL,RRFIN,ETIL,ACFSL,GCMSECU,VISVEN,MAYUKH,BFLAFL,DSINVEST,SWRNASE,VIKALPS,JLL,STEP2COR,1STCUS,AMARSEC,LIBORD,BRIDGESE,GILADAFINS,MODRNSH,RAJPUTANA,CUBIFIN,HRMNYCP,ZSVTRADI,CONFINT,VANICOM,ARUNIS,CITL,NAVIGANT,MKTCREAT,VEDANTASSET,GCMCAPI,JAGSONFI,PANKAJPIYUS,GSBFIN,BAZELINTER,BRIJLEAS,GOYALASS,SIDDHA,SALSAIN,ARAVALIS,ASHAI,VBDESAI,AMARNATH,KRISHNACAP,IFINSER,MERCTRD,DFL,TPROJECT,MATHEWE,ARYAN,GANHOLD,GALADAFIN,CMBL,EXPLICITFIN,ASIACAP,SIDDHEGA,AMBIT,FUTURSEC,EKAMLEA,GCMCOMM,RAJKOTINV,MIDEASTP,REGTRUS,HIKLASS,SHKALYN,ZKOVALIN,AARSHYAM"
Shivansh Finserve Ltd,SHIVA,Investment Banking & Brokerage,2.76432,4.43,46.072,"360ONE,ISEC,ANGELONE,IIFL,JMFINANCIL,RELIGARE,CHOICEIN,SHAREINDIA,KIRLOSIND,DHANI,AHL,GEOJITFSL,DOLATALGO,MONARCH,UGROCAP,PNBGILTS,SMCGLOBAL,FEDDERSHOL,JAYKAY,VLSFINANCE,INDPRUD,AQFINTECH,BIRLAMONEY,THEINVEST,PRIMESECU,MKVENTURES,ALANKIT,AKCAPIT,ALMONDZ,GCSL,SWISSMLTRY,MIIL,EMKAY,SHARDUL,ARYAMAN,QUESTCAP,AVONMORE,JHACC,NDGL,INVENTURE,PESB,INDOTHAI,PRITHVIEXCH,LKPFIN,INDBANK,ALSL,ASHIKA,AARNAV,KEYFINSERV,BNRSEC,DBSTOCKBRO,ZMILGFIN,STEELCITY,HBSL,NIDHGRN,TIMESGTY,WALLFORT,INANISEC,TITANSEC,SKPSEC,BLBLIMITED,KBSINDIA,EASTWEST,KIDUJA,21STCENMGM,TCFCFINQ,KALYANCAP,AKIKO,KHOOBSURAT,INTRGLB,JOINDRE,NAM,CHRTEDCA,MEFCOMCAP,PHCAP,SHRYDUS,ISLCONSUL,PIONRINV,ARCFIN,MEHTAHG,LADDERUP,SALEM,FRANKLININD,KHANDSE,SAICAPI,DYNAMICP,ODYCORP,SUMEDHA,VERTEX,MUNOTHFI,KJMCCORP,SMIFS,MASKINVEST,TRADEWELL,MADHUSE,ADCON,CSL,GLANCE,OIVL,MYMONEY,CILSEC,YASHMGM,GAJANANSEC,ONELIFECAP,DAULAT,JACKSON,AFEL,NDASEC,PROFINC,GATECHDVR,SUGALDAM,SARVOTTAM,FRUTION,RFSL,RRFIN,ETIL,ACFSL,GCMSECU,VISVEN,MAYUKH,BFLAFL,DSINVEST,SWRNASE,VIKALPS,JLL,STEP2COR,1STCUS,AMARSEC,LIBORD,BRIDGESE,GILADAFINS,MODRNSH,RAJPUTANA,CUBIFIN,HRMNYCP,ZSVTRADI,CONFINT,VANICOM,ARUNIS,CITL,NAVIGANT,MKTCREAT,VEDANTASSET,GCMCAPI,JAGSONFI,PANKAJPIYUS,GSBFIN,BAZELINTER,BRIJLEAS,GOYALASS,SIDDHA,SALSAIN,ARAVALIS,ASHAI,VBDESAI,AMARNATH,KRISHNACAP,IFINSER,MERCTRD,DFL,TPROJECT,MATHEWE,ARYAN,GANHOLD,GALADAFIN,CMBL,EXPLICITFIN,ASIACAP,SIDDHEGA,AMBIT,FUTURSEC,EKAMLEA,GCMCOMM,RAJKOTINV,MIDEASTP,REGTRUS,HIKLASS,SHKALYN,ZKOVALIN,AARSHYAM,SHIVA"
SPV Global Trading Ltd,SPVGLOBAL,Investment Banking & Brokerage,2.695653333,13.77,0.797530572,"360ONE,ISEC,ANGELONE,IIFL,JMFINANCIL,RELIGARE,CHOICEIN,SHAREINDIA,KIRLOSIND,DHANI,AHL,GEOJITFSL,DOLATALGO,MONARCH,UGROCAP,PNBGILTS,SMCGLOBAL,FEDDERSHOL,JAYKAY,VLSFINANCE,INDPRUD,AQFINTECH,BIRLAMONEY,THEINVEST,PRIMESECU,MKVENTURES,ALANKIT,AKCAPIT,ALMONDZ,GCSL,SWISSMLTRY,MIIL,EMKAY,SHARDUL,ARYAMAN,QUESTCAP,AVONMORE,JHACC,NDGL,INVENTURE,PESB,INDOTHAI,PRITHVIEXCH,LKPFIN,INDBANK,ALSL,ASHIKA,AARNAV,KEYFINSERV,BNRSEC,DBSTOCKBRO,ZMILGFIN,STEELCITY,HBSL,NIDHGRN,TIMESGTY,WALLFORT,INANISEC,TITANSEC,SKPSEC,BLBLIMITED,KBSINDIA,EASTWEST,KIDUJA,21STCENMGM,TCFCFINQ,KALYANCAP,AKIKO,KHOOBSURAT,INTRGLB,JOINDRE,NAM,CHRTEDCA,MEFCOMCAP,PHCAP,SHRYDUS,ISLCONSUL,PIONRINV,ARCFIN,MEHTAHG,LADDERUP,SALEM,FRANKLININD,KHANDSE,SAICAPI,DYNAMICP,ODYCORP,SUMEDHA,VERTEX,MUNOTHFI,KJMCCORP,SMIFS,MASKINVEST,TRADEWELL,MADHUSE,ADCON,CSL,GLANCE,OIVL,MYMONEY,CILSEC,YASHMGM,GAJANANSEC,ONELIFECAP,DAULAT,JACKSON,AFEL,NDASEC,PROFINC,GATECHDVR,SUGALDAM,SARVOTTAM,FRUTION,RFSL,RRFIN,ETIL,ACFSL,GCMSECU,VISVEN,MAYUKH,BFLAFL,DSINVEST,SWRNASE,VIKALPS,JLL,STEP2COR,1STCUS,AMARSEC,LIBORD,BRIDGESE,GILADAFINS,MODRNSH,RAJPUTANA,CUBIFIN,HRMNYCP,ZSVTRADI,CONFINT,VANICOM,ARUNIS,CITL,NAVIGANT,MKTCREAT,VEDANTASSET,GCMCAPI,JAGSONFI,PANKAJPIYUS,GSBFIN,BAZELINTER,BRIJLEAS,GOYALASS,SIDDHA,SALSAIN,ARAVALIS,ASHAI,VBDESAI,AMARNATH,KRISHNACAP,IFINSER,MERCTRD,DFL,TPROJECT,MATHEWE,ARYAN,GANHOLD,GALADAFIN,CMBL,EXPLICITFIN,ASIACAP,SIDDHEGA,AMBIT,FUTURSEC,EKAMLEA,GCMCOMM,RAJKOTINV,MIDEASTP,REGTRUS,HIKLASS,SHKALYN,ZKOVALIN,AARSHYAM,SHIVA,SPVGLOBAL"
Stellant Securities (India) Ltd,STELLANT,Investment Banking & Brokerage,2.36731456,31.97,6.575873778,"360ONE,ISEC,ANGELONE,IIFL,JMFINANCIL,RELIGARE,CHOICEIN,SHAREINDIA,KIRLOSIND,DHANI,AHL,GEOJITFSL,DOLATALGO,MONARCH,UGROCAP,PNBGILTS,SMCGLOBAL,FEDDERSHOL,JAYKAY,VLSFINANCE,INDPRUD,AQFINTECH,BIRLAMONEY,THEINVEST,PRIMESECU,MKVENTURES,ALANKIT,AKCAPIT,ALMONDZ,GCSL,SWISSMLTRY,MIIL,EMKAY,SHARDUL,ARYAMAN,QUESTCAP,AVONMORE,JHACC,NDGL,INVENTURE,PESB,INDOTHAI,PRITHVIEXCH,LKPFIN,INDBANK,ALSL,ASHIKA,AARNAV,KEYFINSERV,BNRSEC,DBSTOCKBRO,ZMILGFIN,STEELCITY,HBSL,NIDHGRN,TIMESGTY,WALLFORT,INANISEC,TITANSEC,SKPSEC,BLBLIMITED,KBSINDIA,EASTWEST,KIDUJA,21STCENMGM,TCFCFINQ,KALYANCAP,AKIKO,KHOOBSURAT,INTRGLB,JOINDRE,NAM,CHRTEDCA,MEFCOMCAP,PHCAP,SHRYDUS,ISLCONSUL,PIONRINV,ARCFIN,MEHTAHG,LADDERUP,SALEM,FRANKLININD,KHANDSE,SAICAPI,DYNAMICP,ODYCORP,SUMEDHA,VERTEX,MUNOTHFI,KJMCCORP,SMIFS,MASKINVEST,TRADEWELL,MADHUSE,ADCON,CSL,GLANCE,OIVL,MYMONEY,CILSEC,YASHMGM,GAJANANSEC,ONELIFECAP,DAULAT,JACKSON,AFEL,NDASEC,PROFINC,GATECHDVR,SUGALDAM,SARVOTTAM,FRUTION,RFSL,RRFIN,ETIL,ACFSL,GCMSECU,VISVEN,MAYUKH,BFLAFL,DSINVEST,SWRNASE,VIKALPS,JLL,STEP2COR,1STCUS,AMARSEC,LIBORD,BRIDGESE,GILADAFINS,MODRNSH,RAJPUTANA,CUBIFIN,HRMNYCP,ZSVTRADI,CONFINT,VANICOM,ARUNIS,CITL,NAVIGANT,MKTCREAT,VEDANTASSET,GCMCAPI,JAGSONFI,PANKAJPIYUS,GSBFIN,BAZELINTER,BRIJLEAS,GOYALASS,SIDDHA,SALSAIN,ARAVALIS,ASHAI,VBDESAI,AMARNATH,KRISHNACAP,IFINSER,MERCTRD,DFL,TPROJECT,MATHEWE,ARYAN,GANHOLD,GALADAFIN,CMBL,EXPLICITFIN,ASIACAP,SIDDHEGA,AMBIT,FUTURSEC,EKAMLEA,GCMCOMM,RAJKOTINV,MIDEASTP,REGTRUS,HIKLASS,SHKALYN,ZKOVALIN,AARSHYAM,SHIVA,SPVGLOBAL,STELLANT"
Brilliant Portfolios Ltd,BRIPORT,Investment Banking & Brokerage,2.1650564,6.98,4.245208627,"360ONE,ISEC,ANGELONE,IIFL,JMFINANCIL,RELIGARE,CHOICEIN,SHAREINDIA,KIRLOSIND,DHANI,AHL,GEOJITFSL,DOLATALGO,MONARCH,UGROCAP,PNBGILTS,SMCGLOBAL,FEDDERSHOL,JAYKAY,VLSFINANCE,INDPRUD,AQFINTECH,BIRLAMONEY,THEINVEST,PRIMESECU,MKVENTURES,ALANKIT,AKCAPIT,ALMONDZ,GCSL,SWISSMLTRY,MIIL,EMKAY,SHARDUL,ARYAMAN,QUESTCAP,AVONMORE,JHACC,NDGL,INVENTURE,PESB,INDOTHAI,PRITHVIEXCH,LKPFIN,INDBANK,ALSL,ASHIKA,AARNAV,KEYFINSERV,BNRSEC,DBSTOCKBRO,ZMILGFIN,STEELCITY,HBSL,NIDHGRN,TIMESGTY,WALLFORT,INANISEC,TITANSEC,SKPSEC,BLBLIMITED,KBSINDIA,EASTWEST,KIDUJA,21STCENMGM,TCFCFINQ,KALYANCAP,AKIKO,KHOOBSURAT,INTRGLB,JOINDRE,NAM,CHRTEDCA,MEFCOMCAP,PHCAP,SHRYDUS,ISLCONSUL,PIONRINV,ARCFIN,MEHTAHG,LADDERUP,SALEM,FRANKLININD,KHANDSE,SAICAPI,DYNAMICP,ODYCORP,SUMEDHA,VERTEX,MUNOTHFI,KJMCCORP,SMIFS,MASKINVEST,TRADEWELL,MADHUSE,ADCON,CSL,GLANCE,OIVL,MYMONEY,CILSEC,YASHMGM,GAJANANSEC,ONELIFECAP,DAULAT,JACKSON,AFEL,NDASEC,PROFINC,GATECHDVR,SUGALDAM,SARVOTTAM,FRUTION,RFSL,RRFIN,ETIL,ACFSL,GCMSECU,VISVEN,MAYUKH,BFLAFL,DSINVEST,SWRNASE,VIKALPS,JLL,STEP2COR,1STCUS,AMARSEC,LIBORD,BRIDGESE,GILADAFINS,MODRNSH,RAJPUTANA,CUBIFIN,HRMNYCP,ZSVTRADI,CONFINT,VANICOM,ARUNIS,CITL,NAVIGANT,MKTCREAT,VEDANTASSET,GCMCAPI,JAGSONFI,PANKAJPIYUS,GSBFIN,BAZELINTER,BRIJLEAS,GOYALASS,SIDDHA,SALSAIN,ARAVALIS,ASHAI,VBDESAI,AMARNATH,KRISHNACAP,IFINSER,MERCTRD,DFL,TPROJECT,MATHEWE,ARYAN,GANHOLD,GALADAFIN,CMBL,EXPLICITFIN,ASIACAP,SIDDHEGA,AMBIT,FUTURSEC,EKAMLEA,GCMCOMM,RAJKOTINV,MIDEASTP,REGTRUS,HIKLASS,SHKALYN,ZKOVALIN,AARSHYAM,SHIVA,SPVGLOBAL,STELLANT,BRIPORT"
Gold Rock Investments Ltd,ZGOLDINV,Investment Banking & Brokerage,0.864606573,11.02,,"360ONE,ISEC,ANGELONE,IIFL,JMFINANCIL,RELIGARE,CHOICEIN,SHAREINDIA,KIRLOSIND,DHANI,AHL,GEOJITFSL,DOLATALGO,MONARCH,UGROCAP,PNBGILTS,SMCGLOBAL,FEDDERSHOL,JAYKAY,VLSFINANCE,INDPRUD,AQFINTECH,BIRLAMONEY,THEINVEST,PRIMESECU,MKVENTURES,ALANKIT,AKCAPIT,ALMONDZ,GCSL,SWISSMLTRY,MIIL,EMKAY,SHARDUL,ARYAMAN,QUESTCAP,AVONMORE,JHACC,NDGL,INVENTURE,PESB,INDOTHAI,PRITHVIEXCH,LKPFIN,INDBANK,ALSL,ASHIKA,AARNAV,KEYFINSERV,BNRSEC,DBSTOCKBRO,ZMILGFIN,STEELCITY,HBSL,NIDHGRN,TIMESGTY,WALLFORT,INANISEC,TITANSEC,SKPSEC,BLBLIMITED,KBSINDIA,EASTWEST,KIDUJA,21STCENMGM,TCFCFINQ,KALYANCAP,AKIKO,KHOOBSURAT,INTRGLB,JOINDRE,NAM,CHRTEDCA,MEFCOMCAP,PHCAP,SHRYDUS,ISLCONSUL,PIONRINV,ARCFIN,MEHTAHG,LADDERUP,SALEM,FRANKLININD,KHANDSE,SAICAPI,DYNAMICP,ODYCORP,SUMEDHA,VERTEX,MUNOTHFI,KJMCCORP,SMIFS,MASKINVEST,TRADEWELL,MADHUSE,ADCON,CSL,GLANCE,OIVL,MYMONEY,CILSEC,YASHMGM,GAJANANSEC,ONELIFECAP,DAULAT,JACKSON,AFEL,NDASEC,PROFINC,GATECHDVR,SUGALDAM,SARVOTTAM,FRUTION,RFSL,RRFIN,ETIL,ACFSL,GCMSECU,VISVEN,MAYUKH,BFLAFL,DSINVEST,SWRNASE,VIKALPS,JLL,STEP2COR,1STCUS,AMARSEC,LIBORD,BRIDGESE,GILADAFINS,MODRNSH,RAJPUTANA,CUBIFIN,HRMNYCP,ZSVTRADI,CONFINT,VANICOM,ARUNIS,CITL,NAVIGANT,MKTCREAT,VEDANTASSET,GCMCAPI,JAGSONFI,PANKAJPIYUS,GSBFIN,BAZELINTER,BRIJLEAS,GOYALASS,SIDDHA,SALSAIN,ARAVALIS,ASHAI,VBDESAI,AMARNATH,KRISHNACAP,IFINSER,MERCTRD,DFL,TPROJECT,MATHEWE,ARYAN,GANHOLD,GALADAFIN,CMBL,EXPLICITFIN,ASIACAP,SIDDHEGA,AMBIT,FUTURSEC,EKAMLEA,GCMCOMM,RAJKOTINV,MIDEASTP,REGTRUS,HIKLASS,SHKALYN,ZKOVALIN,AARSHYAM,SHIVA,SPVGLOBAL,STELLANT,BRIPORT,ZGOLDINV"
